,Time,Category,Seasonally_Adj,VS,NO,UO,TI,MPCVS,MPCNO,MPCUO,MPCTI
12653,2018-05,33S,no,33567,34481,97825,68261,4.7,5.0,0.9,0.2
12654,2018-05,34S,yes,26280,22434,116166,45677,0.2,1.5,0.6,0.6
12655,2018-05,34S,no,24713,21194,116956,46320,2.7,3.8,0.2,1.1
12656,2018-05,CRP,yes,1808,1799,1554,3423,0.8,0.8,-0.6,1.3
12657,2018-05,CRP,no,1600,1591,1554,3488,3.3,3.3,-0.6,5.3
12658,2018-05,34X,yes,2899,2913,25948,5171,-1.2,8.3,0.1,2.1
12659,2018-05,34X,no,2672,2485,26145,5281,1.7,1.1,-0.7,3.9
12660,2018-05,35S,yes,10800,11000,22553,18408,0.7,1.2,0.9,0.7
12661,2018-05,35S,no,10994,11183,22932,18710,5.2,4.3,0.8,1.0
12662,2018-05,36S,yes,81679,80874,835848,121458,0.3,-0.6,-0.1,0.0
12663,2018-05,36S,no,82589,75774,830578,122186,5.4,3.4,-0.8,0.3
12664,2018-05,MVP,yes,53542,53489,21127,36475,-5.8,-6.0,-0.3,1.7
12665,2018-05,MVP,no,54994,54833,21395,36549,-2.4,-2.1,-0.7,1.9
12666,2018-05,NAP,yes,15406,12091,640684,59384,36.0,-0.6,-0.5,-0.8
12667,2018-05,NAP,no,14695,7553,635857,60009,52.7,10.8,-1.1,-0.6
12668,2018-05,DAP,yes,4784,5144,63091,11632,3.9,30.1,0.6,0.1
12669,2018-05,DAP,no,4769,4142,62673,11715,23.5,35.6,-1.0,0.4
12670,2018-05,ODG,yes,40063,40106,8933,56250,0.7,0.5,0.5,0.6
12671,2018-05,ODG,no,41624,41811,9417,56431,4.3,3.8,2.0,0.6
12672,2018-05,TCG,yes,86790,86493,946374,189605,4.3,3.5,0.0,0.0
12673,2018-05,TCG,no,85903,79550,943301,191422,9.1,5.1,-0.7,0.6
12674,2018-05,NDE,yes,76219,74062,786589,169803,5.7,1.7,-0.3,0.0
12675,2018-05,NDE,no,75504,69323,783817,171538,10.2,3.8,-0.8,0.7
12676,2018-05,NXA,yes,64876,66727,212672,121639,0.1,2.4,0.9,0.3
12677,2018-05,NXA,no,64826,66446,214832,122821,3.6,4.4,0.8,1.0
12678,2018-05,DEF,yes,10571,12431,159785,19802,-4.6,15.8,1.2,-0.5
12679,2018-05,DEF,no,10399,10227,159484,19884,1.4,15.2,-0.1,0.0
12680,2018-06,MDM,yes,244564,241144,1185801,395870,0.3,-0.5,0.1,-0.3
12681,2018-06,MDM,no,263397,261303,1186071,393791,6.0,8.3,0.2,-1.5
12682,2018-06,DXT,yes,162664,161808,352517,277536,0.4,0.3,1.0,0.8
12683,2018-06,DXT,no,173620,171333,355300,277117,4.6,3.5,0.5,-0.2
12684,2018-06,DXD,yes,232226,225572,1001543,371721,0.4,-0.9,-0.2,-0.3
12685,2018-06,DXD,no,250047,242951,1000544,369587,5.9,6.0,-0.3,-1.6
12686,2018-06,MTU,yes,172168,173220,1185801,319391,-0.4,-1.5,0.1,-0.4
12687,2018-06,MTU,no,187169,189142,1186071,318201,6.0,9.1,0.2,-1.6
12688,2018-06,31S,yes,21397,21586,29097,36504,0.5,0.1,0.7,1.7
12689,2018-06,31S,no,22288,22216,29309,36348,-0.3,-0.7,-0.2,1.1
12690,2018-06,32S,yes,31307,32641,76857,52034,0.4,0.1,1.8,1.0
12691,2018-06,32S,no,32947,33985,78047,52172,0.9,-1.7,1.3,0.4
12692,2018-06,33S,yes,32888,33926,97856,68386,1.3,0.8,1.1,1.0
12693,2018-06,33S,no,35823,35960,97962,68105,6.7,4.3,0.1,-0.2
12694,2018-06,34S,yes,26420,22514,116732,45758,0.5,0.4,0.5,0.2
12695,2018-06,34S,no,28441,24701,117283,45608,15.1,16.5,0.3,-1.5
12696,2018-06,CRP,yes,1676,1661,1539,3411,-7.3,-7.7,-1.0,-0.4
12697,2018-06,CRP,no,2110,2095,1539,3417,31.9,31.7,-1.0,-2.0
12698,2018-06,34X,yes,2976,2913,25885,5166,2.7,0.0,-0.2,-0.1
12699,2018-06,34X,no,3603,3408,25950,5104,34.8,37.1,-0.7,-3.4
12700,2018-06,35S,yes,10759,11016,22810,18421,-0.4,0.1,1.1,0.1
12701,2018-06,35S,no,11596,11805,23141,18591,5.5,5.6,0.9,-0.6
12702,2018-06,36S,yes,81900,79336,833284,118334,0.3,-1.9,-0.3,-2.6
12703,2018-06,36S,no,89777,89970,830771,116674,8.7,18.7,0.0,-4.5
12704,2018-06,MVP,yes,55266,55063,20924,36635,3.2,2.9,-1.0,0.4
12705,2018-06,MVP,no,58013,57213,20595,35834,5.5,4.3,-3.7,-2.0
12706,2018-06,NAP,yes,14034,7844,634494,56026,-8.9,-35.1,-1.0,-5.7
12707,2018-06,NAP,no,17895,13462,631424,55272,21.8,78.2,-0.7,-7.9
12708,2018-06,DAP,yes,4589,6972,65474,11616,-4.1,35.5,3.8,-0.1
12709,2018-06,DAP,no,5220,7946,65399,11616,9.5,91.8,4.3,-0.8
12710,2018-06,ODG,yes,39893,40125,9165,56433,-0.4,0.0,2.6,0.3
12711,2018-06,ODG,no,42525,42666,9558,56293,2.2,2.0,1.5,-0.2
12712,2018-06,TCG,yes,86339,83810,943845,187619,-0.5,-3.1,-0.3,-1.0
12713,2018-06,TCG,no,96231,95971,943041,186975,12.0,20.6,0.0,-2.3
12714,2018-06,NDE,yes,75912,71088,781765,167575,-0.4,-4.0,-0.6,-1.3
12715,2018-06,NDE,no,85086,81174,779905,166876,12.7,17.1,-0.5,-2.7
12716,2018-06,NXA,yes,65760,67648,214560,122428,1.4,1.4,0.9,0.6
12717,2018-06,NXA,no,71425,72319,215726,122273,10.2,8.8,0.4,-0.4
12718,2018-06,DEF,yes,10427,12722,162080,20044,-1.4,2.3,1.4,1.2
12719,2018-06,DEF,no,11145,14797,163136,20099,7.2,44.7,2.3,1.1
12720,2018-07,MDM,yes,243130,232691,1179661,402089,-0.6,-3.5,-0.5,1.6
12721,2018-07,MDM,no,225404,215563,1180608,404953,-14.4,-17.5,-0.5,2.8
12722,2018-07,DXT,yes,163329,162723,356210,279858,0.4,0.6,1.0,0.8
12723,2018-07,DXT,no,158046,156577,358209,281915,-9.0,-8.6,0.8,1.7
12724,2018-07,DXD,yes,230751,220890,995981,378158,-0.6,-2.1,-0.6,1.7
12725,2018-07,DXD,no,214508,206794,997208,380877,-14.2,-14.9,-0.3,3.1
12726,2018-07,MTU,yes,169951,163811,1179661,325166,-1.3,-5.4,-0.5,1.8
12727,2018-07,MTU,no,158202,152739,1180608,327781,-15.5,-19.2,-0.5,3.0
12728,2018-07,31S,yes,21598,21850,29349,37269,0.9,1.2,0.9,2.1
12729,2018-07,31S,no,20761,20985,29533,37496,-6.9,-5.5,0.8,3.2
12730,2018-07,32S,yes,31528,32665,77994,52540,0.7,0.1,1.5,1.0
12731,2018-07,32S,no,30708,31978,79317,53181,-6.8,-5.9,1.6,1.9
12732,2018-07,33S,yes,33004,34539,99391,68901,0.4,1.8,1.6,0.8
12733,2018-07,33S,no,31264,32942,99640,69172,-12.7,-8.4,1.7,1.6
12734,2018-07,34S,yes,26399,22520,117152,45876,-0.1,0.0,0.4,0.3
12735,2018-07,34S,no,24929,20426,117158,46372,-12.3,-17.3,-0.1,1.7
12736,2018-07,CRP,yes,1945,1940,1534,3365,16.1,16.8,-0.3,-1.3
12737,2018-07,CRP,no,1844,1839,1534,3472,-12.6,-12.2,-0.3,1.6
12738,2018-07,34X,yes,2933,2810,25762,5134,-1.4,-3.5,-0.5,-0.6
12739,2018-07,34X,no,2560,2316,25706,5156,-28.9,-32.0,-0.9,1.0
12740,2018-07,35S,yes,10861,11076,23025,18519,0.9,0.5,0.9,0.5
12741,2018-07,35S,no,10432,10384,23093,18876,-10.0,-12.0,-0.2,1.5
12742,2018-07,36S,yes,79801,69968,823451,122231,-2.6,-11.8,-1.2,3.3
12743,2018-07,36S,no,67358,58986,822399,123038,-25.0,-34.4,-1.0,5.5
12744,2018-07,MVP,yes,56145,56117,20896,36969,1.6,1.9,-0.1,0.9
12745,2018-07,MVP,no,47093,46726,20228,37665,-18.8,-18.3,-1.8,5.1
12746,2018-07,NAP,yes,10916,1986,625564,59638,-22.2,-74.7,-1.4,6.4
12747,2018-07,NAP,no,9343,3473,625554,59485,-47.8,-74.2,-0.9,7.6
12748,2018-07,DAP,yes,4762,3916,64628,11596,3.8,-43.8,-1.3,-0.2
12749,2018-07,DAP,no,4134,3256,64521,11640,-20.8,-59.0,-1.3,0.2
12750,2018-07,ODG,yes,39939,40073,9299,56753,0.1,-0.1,1.5,0.6
12751,2018-07,ODG,no,39952,39862,9468,56818,-6.1,-6.6,-0.9,0.9
12752,2018-07,TCG,yes,83317,75565,936093,191244,-3.5,-9.8,-0.8,1.9
12753,2018-07,TCG,no,77241,70866,936666,192402,-19.7,-26.2,-0.7,2.9
12754,2018-07,NDE,yes,72953,65840,774652,171428,-3.9,-7.4,-0.9,2.3
12755,2018-07,NDE,no,68076,63709,775538,172485,-20.0,-21.5,-0.6,3.4
12756,2018-07,NXA,yes,66284,68164,216440,123135,0.8,0.8,0.9,0.6
12757,2018-07,NXA,no,62662,63923,216987,124321,-12.3,-11.6,0.6,1.7
12758,2018-07,DEF,yes,10364,9725,161441,19816,-0.6,-23.6,-0.4,-1.1
12759,2018-07,DEF,no,9165,7157,161128,19917,-17.8,-51.6,-1.2,-0.9
12760,2018-08,MDM,yes,245978,242703,1180743,401090,1.2,4.3,0.1,-0.2
12761,2018-08,MDM,no,258892,251047,1177492,403777,14.9,16.5,-0.3,-0.3
12762,2018-08,DXT,yes,162880,160720,358407,281507,-0.3,-1.2,0.6,0.6
12763,2018-08,DXT,no,171072,165610,357476,283361,8.2,5.8,-0.2,0.5
12764,2018-08,DXD,yes,233510,226455,993283,377674,1.2,2.5,-0.3,-0.1
12765,2018-08,DXD,no,246439,236683,992181,380279,14.9,14.5,-0.5,-0.2
12766,2018-08,MTU,yes,173387,174469,1180743,323443,2.0,6.5,0.1,-0.5
12767,2018-08,MTU,no,180587,177471,1177492,325806,14.1,16.2,-0.3,-0.6
12768,2018-08,31S,yes,21454,21429,29324,37731,-0.7,-1.9,-0.1,1.2
12769,2018-08,31S,no,22794,22355,29094,37712,9.8,6.5,-1.5,0.6
12770,2018-08,32S,yes,31394,32267,78867,52907,-0.4,-1.2,1.1,0.7
12771,2018-08,32S,no,33765,34030,79582,53046,10.0,6.4,0.3,-0.3
12772,2018-08,33S,yes,32830,33686,100247,69259,-0.5,-2.5,0.9,0.5
12773,2018-08,33S,no,33540,33865,99965,69977,7.3,2.8,0.3,1.2
12774,2018-08,34S,yes,26460,22405,117454,46021,0.2,-0.5,0.3,0.3
12775,2018-08,34S,no,26739,21346,116494,46615,7.3,4.5,-0.6,0.5
12776,2018-08,CRP,yes,1899,1898,1533,3447,-2.4,-2.2,-0.1,2.4
12777,2018-08,CRP,no,1899,1898,1533,3595,3.0,3.2,-0.1,3.5
12778,2018-08,34X,yes,2875,2748,25635,5117,-2.0,-2.2,-0.5,-0.3
12779,2018-08,34X,no,2672,2336,25370,5253,4.4,0.9,-1.3,1.9
12780,2018-08,35S,yes,10985,11206,23246,18573,1.1,1.2,1.0,0.3
12781,2018-08,35S,no,11635,11748,23206,18839,11.5,13.1,0.5,-0.2
12782,2018-08,36S,yes,83098,81983,822336,119583,4.1,17.2,-0.1,-2.2
12783,2018-08,36S,no,87820,85437,820016,120416,30.4,44.8,-0.3,-2.1
12784,2018-08,MVP,yes,56136,56094,20854,37376,0.0,0.0,-0.2,1.1
12785,2018-08,MVP,no,61783,62034,20479,37852,31.2,32.8,1.2,0.5
12786,2018-08,NAP,yes,14173,9838,621229,57168,29.8,395.4,-0.7,-4.1
12787,2018-08,NAP,no,13065,8778,621267,57256,39.8,152.7,-0.7,-3.7
12788,2018-08,DAP,yes,4725,4219,64122,11527,-0.8,7.7,-0.8,-0.6
12789,2018-08,DAP,no,4783,3542,63280,11565,15.7,8.8,-1.9,-0.6
12790,2018-08,ODG,yes,39757,39727,9269,57016,-0.5,-0.9,-0.3,0.5
12791,2018-08,ODG,no,42599,42266,9135,57172,6.6,6.0,-3.5,0.6
12792,2018-08,TCG,yes,86725,86406,935774,188735,4.1,14.3,0.0,-1.3
12793,2018-08,TCG,no,86545,83468,933589,190789,12.0,17.8,-0.3,-0.8
12794,2018-08,NDE,yes,76280,72442,770814,169471,4.6,10.0,-0.5,-1.1
12795,2018-08,NDE,no,76178,71126,770486,171481,11.9,11.6,-0.7,-0.6
12796,2018-08,NXA,yes,66106,67274,217608,123678,-0.3,-1.3,0.5,0.4
12797,2018-08,NXA,no,66980,66726,216733,125480,6.9,4.4,-0.1,0.9
12798,2018-08,DEF,yes,10445,13964,164960,19264,0.8,43.6,2.2,-2.8
12799,2018-08,DEF,no,10367,12342,163103,19308,13.1,72.4,1.2,-3.1
12800,2018-09,MDM,yes,246959,245115,1183262,404055,0.4,1.0,0.2,0.7
12801,2018-09,MDM,no,254300,250482,1178125,403489,-1.8,-0.2,0.1,-0.1
12802,2018-09,DXT,yes,162356,160323,360737,284305,-0.3,-0.2,0.7,1.0
12803,2018-09,DXT,no,166096,162187,358018,283208,-2.9,-2.1,0.2,-0.1
12804,2018-09,DXD,yes,234464,225584,988766,380784,0.4,-0.4,-0.5,0.8
12805,2018-09,DXD,no,240600,228145,984177,380231,-2.4,-3.6,-0.8,0.0
12806,2018-09,MTU,yes,173974,176493,1183262,325812,0.3,1.2,0.2,0.7
12807,2018-09,MTU,no,180248,180881,1178125,325576,-0.2,1.9,0.1,-0.1
12808,2018-09,31S,yes,21539,21719,29504,38001,0.4,1.4,0.6,0.7
12809,2018-09,31S,no,21069,20471,28496,37813,-7.6,-8.4,-2.1,0.3
12810,2018-09,32S,yes,31087,31697,79477,53470,-1.0,-1.8,0.8,1.1
12811,2018-09,32S,no,31314,31182,79450,53363,-7.3,-8.4,-0.2,0.6
12812,2018-09,33S,yes,32911,34041,101377,70089,0.2,1.1,1.1,1.2
12813,2018-09,33S,no,32861,33395,100499,70149,-2.0,-1.4,0.5,0.2
12814,2018-09,34S,yes,26112,22075,117780,46534,-1.3,-1.5,0.3,1.1
12815,2018-09,34S,no,28826,25234,117353,46276,7.8,18.2,0.7,-0.7
12816,2018-09,CRP,yes,1833,1852,1552,3550,-3.5,-2.4,1.2,3.0
12817,2018-09,CRP,no,2116,2135,1552,3583,11.4,12.5,1.2,-0.3
12818,2018-09,34X,yes,2919,2737,25453,5118,1.5,-0.4,-0.7,0.0
12819,2018-09,34X,no,3558,3426,25238,5076,33.2,46.7,-0.5,-3.4
12820,2018-09,35S,yes,11007,10927,23166,18728,0.2,-2.5,-0.3,0.8
12821,2018-09,35S,no,11588,11205,22823,18459,-0.4,-4.6,-1.7,-2.0
12822,2018-09,36S,yes,84603,84792,822525,119750,1.8,3.4,0.0,0.1
12823,2018-09,36S,no,88204,88295,820107,120281,0.4,3.3,0.0,-0.1
12824,2018-09,MVP,yes,56607,56962,21209,37472,0.8,1.5,1.7,0.3
12825,2018-09,MVP,no,56491,56955,20943,37556,-8.6,-8.2,2.3,-0.8
12826,2018-09,NAP,yes,15059,7605,613775,57456,6.3,-22.7,-1.2,0.5
12827,2018-09,NAP,no,17764,8745,612248,57774,36.0,-0.4,-1.5,0.9
12828,2018-09,DAP,yes,4888,9315,68549,11674,3.4,120.8,6.9,1.3
12829,2018-09,DAP,no,5484,9926,67722,11644,14.7,180.2,7.0,0.7
12830,2018-09,ODG,yes,39700,39864,9433,57483,-0.1,0.3,1.8,0.8
12831,2018-09,ODG,no,40438,40700,9397,57148,-5.1,-3.7,2.9,0.0
12832,2018-09,TCG,yes,87420,84406,932760,190139,0.8,-2.3,-0.3,0.7
12833,2018-09,TCG,no,93929,90272,929932,190304,8.5,8.2,-0.4,-0.3
12834,2018-09,NDE,yes,76957,70542,764399,170982,0.9,-2.6,-0.8,0.9
12835,2018-09,NDE,no,82522,73785,761749,171130,8.3,3.7,-1.1,-0.2
12836,2018-09,NXA,yes,66035,67080,218653,124956,-0.1,-0.3,0.5,1.0
12837,2018-09,NXA,no,68914,69413,217232,124822,2.9,4.0,0.2,-0.5
12838,2018-09,DEF,yes,10463,13864,168361,19157,0.2,-0.7,2.1,-0.6
12839,2018-09,DEF,no,11407,16487,168183,19174,10.0,33.6,3.1,-0.7
12840,2018-10,MDM,yes,246260,237105,1178470,404881,-0.3,-3.3,-0.4,0.2
12841,2018-10,MDM,no,255986,241698,1169100,405218,0.7,-3.5,-0.8,0.4
12842,2018-10,DXT,yes,163190,161895,363805,284843,0.5,1.0,0.9,0.2
12843,2018-10,DXT,no,169128,165696,359849,283834,1.8,2.2,0.5,0.2
12844,2018-10,DXD,yes,233682,223490,982937,381700,-0.3,-0.9,-0.6,0.2
12845,2018-10,DXD,no,243580,230937,976797,382041,1.2,1.2,-0.7,0.5
12846,2018-10,MTU,yes,172945,168153,1178470,326271,-0.6,-4.7,-0.4,0.1
12847,2018-10,MTU,no,176788,167763,1169100,326698,-1.9,-7.3,-0.8,0.3
12848,2018-10,31S,yes,21409,21545,29640,38045,-0.6,-0.8,0.5,0.1
12849,2018-10,31S,no,21909,21894,28481,37744,4.0,7.0,-0.1,-0.2
12850,2018-10,32S,yes,31284,32031,80224,53377,0.6,1.1,0.9,-0.2
12851,2018-10,32S,no,33193,33081,79338,52955,6.0,6.1,-0.1,-0.8
12852,2018-10,33S,yes,33212,34561,102726,70428,0.9,1.5,1.3,0.5
12853,2018-10,33S,no,33735,34965,101729,70332,2.7,4.7,1.2,0.3
12854,2018-10,34S,yes,26674,22841,118310,46450,2.2,3.5,0.4,-0.2
12855,2018-10,34S,no,26919,22036,117733,46632,-6.6,-12.7,0.3,0.8
12856,2018-10,CRP,yes,1874,1878,1556,3510,2.2,1.4,0.3,-1.1
12857,2018-10,CRP,no,1729,1733,1556,3507,-18.3,-18.8,0.3,-2.1
12858,2018-10,34X,yes,2947,2693,25199,5218,1.0,-1.6,-1.0,2.0
12859,2018-10,34X,no,2690,2450,24998,5290,-24.4,-28.5,-1.0,4.2
12860,2018-10,35S,yes,11017,11198,23347,18779,0.1,2.5,0.8,0.3
12861,2018-10,35S,no,11437,11664,23050,18666,-1.3,4.1,1.0,1.1
12862,2018-10,36S,yes,83070,75210,814665,120038,-1.8,-11.3,-1.0,0.2
12863,2018-10,36S,no,86858,76002,809251,121384,-1.5,-13.9,-1.3,0.9
12864,2018-10,MVP,yes,57106,57143,21246,37871,0.9,0.3,0.2,1.1
12865,2018-10,MVP,no,62014,61468,20397,38136,9.8,7.9,-2.6,1.5
12866,2018-10,NAP,yes,12986,4469,605258,57232,-13.8,-41.2,-1.4,-0.4
12867,2018-10,NAP,no,11767,3271,603752,58180,-33.8,-62.6,-1.4,0.7
12868,2018-10,DAP,yes,4626,4247,68170,11662,-5.4,-54.4,-0.6,-0.1
12869,2018-10,DAP,no,4642,3670,66750,11662,-15.4,-63.0,-1.4,0.2
12870,2018-10,ODG,yes,39594,39719,9558,57764,-0.3,-0.4,1.3,0.5
12871,2018-10,ODG,no,41935,42056,9518,57505,3.7,3.3,1.3,0.6
12872,2018-10,TCG,yes,86092,79530,926198,190576,-1.5,-5.8,-0.7,0.2
12873,2018-10,TCG,no,85427,76233,920738,191695,-9.1,-15.6,-1.0,0.7
12874,2018-10,NDE,yes,75482,68035,756952,171500,-1.9,-3.6,-1.0,0.3
12875,2018-10,NDE,no,74962,67621,754408,172623,-9.2,-8.4,-1.0,0.9
12876,2018-10,NXA,yes,66473,67701,219881,125685,0.7,0.9,0.6,0.6
12877,2018-10,NXA,no,67161,68296,218367,125977,-2.5,-1.6,0.5,0.9
12878,2018-10,DEF,yes,10610,11495,169246,19076,1.4,-17.1,0.5,-0.4
12879,2018-10,DEF,no,10465,8612,166330,19072,-8.3,-47.8,-1.1,-0.5
12880,2018-11,MDM,yes,247691,233504,1168693,407324,0.6,-1.5,-0.8,0.6
12881,2018-11,MDM,no,241459,228715,1161418,406958,-5.7,-5.4,-0.7,0.4
12882,2018-11,DXT,yes,163277,159065,364003,287169,0.1,-1.7,0.1,0.8
12883,2018-11,DXT,no,157475,151655,359091,286159,-6.9,-8.5,-0.2,0.8
12884,2018-11,DXD,yes,235189,219335,971493,384271,0.6,-1.9,-1.2,0.7
12885,2018-11,DXD,no,228204,213002,966657,383940,-6.3,-7.8,-1.0,0.5
12886,2018-11,MTU,yes,174852,165075,1168693,327797,1.1,-1.8,-0.8,0.5
12887,2018-11,MTU,no,169449,161767,1161418,327408,-4.2,-3.6,-0.7,0.2
12888,2018-11,31S,yes,21614,21083,29109,38682,1.0,-2.1,-1.8,1.7
12889,2018-11,31S,no,20340,20316,28457,38300,-7.2,-7.2,-0.1,1.5
12890,2018-11,32S,yes,31588,32482,81118,53842,1.0,1.4,1.1,0.9
12891,2018-11,32S,no,30206,30518,79650,53126,-9.0,-7.7,0.4,0.3
12892,2018-11,33S,yes,33064,32426,102088,71015,-0.4,-6.2,-0.6,0.8
12893,2018-11,33S,no,30936,30109,100902,71544,-8.3,-13.9,-0.8,1.7
12894,2018-11,34S,yes,26775,22873,118818,46677,0.4,0.1,0.4,0.5
12895,2018-11,34S,no,27134,22037,117698,46839,0.8,0.0,0.0,0.4
12896,2018-11,CRP,yes,1804,1831,1583,3543,-3.7,-2.5,1.7,0.9
12897,2018-11,CRP,no,1751,1778,1583,3599,1.3,2.6,1.7,2.6
12898,2018-11,34X,yes,3016,2802,24985,5288,2.3,4.0,-0.8,1.3
12899,2018-11,34X,no,2843,2644,24799,5410,5.7,7.9,-0.8,2.3
12900,2018-11,35S,yes,10900,10950,23397,18895,-1.1,-2.2,0.2,0.6
12901,2018-11,35S,no,10639,10520,22931,18565,-7.0,-9.8,-0.5,-0.5
12902,2018-11,36S,yes,84414,74439,804690,120155,1.6,-1.0,-1.2,0.1
12903,2018-11,36S,no,83984,77060,802327,120799,-3.3,1.4,-0.9,-0.5
12904,2018-11,MVP,yes,56686,56784,21344,38376,-0.7,-0.6,0.5,1.3
12905,2018-11,MVP,no,56107,56434,20724,38341,-9.5,-8.2,1.6,0.5
12906,2018-11,NAP,yes,14984,3941,594215,56909,15.4,-11.8,-1.8,-0.6
12907,2018-11,NAP,no,14744,5238,594246,57555,25.3,60.1,-1.6,-1.1
12908,2018-11,DAP,yes,4542,5337,68965,11616,-1.8,25.7,1.2,-0.4
12909,2018-11,DAP,no,4735,6613,68628,11645,2.0,80.2,2.8,-0.1
12910,2018-11,ODG,yes,39336,39251,9473,58058,-0.7,-1.2,-0.9,0.5
12911,2018-11,ODG,no,38220,38155,9453,57785,-8.9,-9.3,-0.7,0.5
12912,2018-11,TCG,yes,87516,77730,916412,191127,1.7,-2.3,-1.1,0.3
12913,2018-11,TCG,no,85336,77298,912700,192634,-0.1,1.4,-0.9,0.5
12914,2018-11,NDE,yes,76983,65862,745831,172196,2.0,-3.2,-1.5,0.4
12915,2018-11,NDE,no,74045,64046,744409,173767,-1.2,-5.3,-1.3,0.7
12916,2018-11,NXA,yes,66341,65840,219380,126638,-0.2,-2.7,-0.2,0.8
12917,2018-11,NXA,no,63654,62696,217409,127493,-5.2,-8.2,-0.4,1.2
12918,2018-11,DEF,yes,10533,11868,170581,18931,-0.7,3.2,0.8,-0.8
12919,2018-11,DEF,no,11291,13252,168291,18867,7.9,53.9,1.2,-1.1
12920,2018-12,MDM,yes,246639,239527,1165909,408980,-0.4,2.6,-0.2,0.4
12921,2018-12,MDM,no,241738,244033,1167580,398720,0.1,6.7,0.5,-2.0
12922,2018-12,DXT,yes,162830,159892,365393,289050,-0.3,0.5,0.4,0.7
12923,2018-12,DXT,no,158259,154828,359527,282259,0.5,2.1,0.1,-1.4
12924,2018-12,DXD,yes,233820,225875,967876,386271,-0.6,3.0,-0.4,0.5
12925,2018-12,DXD,no,227442,224345,967427,376210,-0.3,5.3,0.1,-2.0
12926,2018-12,MTU,yes,173743,170959,1165909,329334,-0.6,3.6,-0.2,0.5
12927,2018-12,MTU,no,173816,179978,1167580,320970,2.6,11.3,0.5,-2.0
12928,2018-12,31S,yes,21146,21594,29557,39010,-2.2,2.4,1.5,0.8
12929,2018-12,31S,no,18813,19488,29132,38696,-7.5,-4.1,2.4,1.0
12930,2018-12,32S,yes,31637,32632,82113,53787,0.2,0.5,1.2,-0.1
12931,2018-12,32S,no,28763,28989,79876,52732,-4.8,-5.0,0.3,-0.7
12932,2018-12,33S,yes,33165,32900,101823,71378,0.3,1.5,-0.3,0.5
12933,2018-12,33S,no,33281,32500,100121,69133,7.6,7.9,-0.8,-3.4
12934,2018-12,34S,yes,26641,22712,119217,47453,-0.5,-0.7,0.3,1.7
12935,2018-12,34S,no,29926,27178,118817,46003,10.3,23.3,1.0,-1.8
12936,2018-12,CRP,yes,1721,1706,1568,3559,-4.6,-6.8,-0.9,0.5
12937,2018-12,CRP,no,2225,2210,1568,3373,27.1,24.3,-0.9,-6.3
12938,2018-12,34X,yes,3044,2427,24368,5279,0.9,-13.4,-2.5,-0.2
12939,2018-12,34X,no,4079,3523,24243,5002,43.5,33.2,-2.2,-7.5
12940,2018-12,35S,yes,10867,10756,23286,19043,-0.3,-1.8,-0.5,0.8
12941,2018-12,35S,no,10555,10365,22741,18155,-0.8,-1.5,-0.8,-2.2
12942,2018-12,36S,yes,83809,79635,800516,119930,-0.7,7.0,-0.5,-0.2
12943,2018-12,36S,no,83479,89205,808053,116461,-0.6,15.8,0.7,-3.6
12944,2018-12,MVP,yes,56650,56550,21244,38717,-0.1,-0.4,-0.5,0.9
12945,2018-12,MVP,no,50687,51393,21430,37166,-9.7,-8.9,3.4,-3.1
12946,2018-12,NAP,yes,14186,9687,589716,56499,-5.3,145.8,-0.8,-0.7
12947,2018-12,NAP,no,18787,19303,594762,54958,27.4,268.5,0.1,-4.5
12948,2018-12,DAP,yes,4854,4063,68174,11260,6.9,-23.9,-1.1,-3.1
12949,2018-12,DAP,no,5510,6067,69185,11153,16.4,-8.3,0.8,-4.2
12950,2018-12,ODG,yes,39374,39298,9397,58379,0.1,0.1,-0.8,0.6
12951,2018-12,ODG,no,36921,36308,8840,57540,-3.4,-4.8,-6.5,-0.4
12952,2018-12,TCG,yes,87038,84072,913446,191277,-0.5,8.2,-0.3,0.1
12953,2018-12,TCG,no,96234,100542,917008,185688,12.8,30.1,0.5,-3.6
12954,2018-12,NDE,yes,76216,71829,741444,172671,-1.0,9.1,-0.6,0.3
12955,2018-12,NDE,no,84221,83170,743358,167174,13.7,29.9,-0.1,-3.8
12956,2018-12,NXA,yes,66438,65773,218715,127374,0.1,-0.1,-0.3,0.6
12957,2018-12,NXA,no,69963,68352,215798,123411,9.9,9.0,-0.7,-3.2
12958,2018-12,DEF,yes,10822,12243,172002,18606,2.7,3.2,0.8,-1.7
12959,2018-12,DEF,no,12013,17372,173650,18514,6.4,31.1,3.2,-1.9
12960,2019-01,MDM,yes,244166,234212,1160263,411752,-1.0,-2.2,-0.5,0.7
12961,2019-01,MDM,no,222875,212040,1161748,411207,-7.8,-13.1,-0.5,3.1
12962,2019-01,DXT,yes,161906,158988,366783,290122,-0.6,-0.6,0.4,0.4
12963,2019-01,DXT,no,149711,150599,365418,289762,-5.4,-2.7,1.6,2.7
12964,2019-01,DXD,yes,231089,221840,962935,388698,-1.2,-1.8,-0.5,0.6
12965,2019-01,DXD,no,212114,203437,963753,388303,-6.7,-9.3,-0.4,3.2
12966,2019-01,MTU,yes,171337,165691,1160263,331576,-1.4,-3.1,-0.5,0.7
12967,2019-01,MTU,no,155903,150071,1161748,330641,-10.3,-16.6,-0.5,3.0
12968,2019-01,31S,yes,20881,20087,28763,38992,-1.3,-7.0,-2.7,0.0
